context,candidate_index,inner_fold_count,inner_split_seed,max_features,min_samples_leaf,inner_macro_group_mae,inner_r2,inner_mae,selected,delta3d_weight
outer_0:baseline,0.0,3.0,275015.0,0.35,2.0,0.13823696817385214,-0.019626459955800035,0.13046764750434958,True,
outer_0:baseline,1.0,3.0,275015.0,0.7,2.0,0.15046847593646384,-0.19440491253611514,0.1466661577624478,False,
outer_0:baseline,2.0,3.0,275015.0,1.0,4.0,0.15382088844271188,-0.21567719977490651,0.15376552082167652,False,
outer_0:2d_second_unshrunk,0.0,3.0,275015.0,0.35,2.0,0.13867051945151046,-0.023064287649699144,0.13108578605452273,True,
outer_0:2d_second_unshrunk,1.0,3.0,275015.0,0.7,2.0,0.15135001972581658,-0.20050052726857426,0.14665001768332167,False,
outer_0:2d_second_unshrunk,2.0,3.0,275015.0,1.0,4.0,0.15350951577724983,-0.20733721829288476,0.153061391400762,False,
outer_0:delta3d_unshrunk,0.0,3.0,275015.0,0.35,2.0,0.13649411099844092,0.09158197673073531,0.12618445453140853,True,
outer_0:delta3d_unshrunk,1.0,3.0,275015.0,0.7,2.0,0.14380156571101285,-0.015175925795692935,0.13795456326909078,False,
outer_0:delta3d_unshrunk,2.0,3.0,275015.0,1.0,4.0,0.14578264802194793,-0.06421326943396699,0.14198929903052387,False,
outer_0:delta3d_extended_unshrunk,0.0,3.0,275015.0,0.35,2.0,0.13598981152583758,0.10140466784785851,0.12605150007204627,True,
outer_0:delta3d_extended_unshrunk,1.0,3.0,275015.0,0.7,2.0,0.14243010053182947,0.012215063124144998,0.13561340496790564,False,
outer_0:delta3d_extended_unshrunk,2.0,3.0,275015.0,1.0,4.0,0.1458125638930563,-0.04138474562421535,0.14043348482837958,False,
outer_0:2d_ensemble_weight,,,,,,0.13823696817385214,-0.019626459955800035,0.13046764750434958,True,0.0
outer_0:2d_ensemble_weight,,,,,,0.13829460264097534,-0.020032753081023147,0.13056113893096247,False,0.25
outer_0:2d_ensemble_weight,,,,,,0.13839398325096425,-0.020741155405080702,0.13070898186960594,False,0.5
outer_0:2d_ensemble_weight,,,,,,0.13852286113692724,-0.0217516669279727,0.1308894594078801,False,0.75
outer_0:2d_ensemble_weight,,,,,,0.13867051945151046,-0.023064287649699144,0.13108578605452273,False,1.0
outer_0:delta3d_weight,,,,,,0.13823696817385214,-0.019626459955800035,0.13046764750434958,False,0.0
outer_0:delta3d_weight,,,,,,0.13619011883000598,0.02428451777614793,0.1280547604970656,False,0.25
outer_0:delta3d_weight,,,,,,0.13528395688256686,0.05745624980121988,0.12674508828585798,True,0.5
outer_0:delta3d_weight,,,,,,0.1355389002543229,0.0798887361194156,0.1260634578037315,False,0.75
outer_0:delta3d_weight,,,,,,0.13649411099844092,0.09158197673073531,0.12618445453140853,False,1.0
outer_0:delta3d_extended_weight,,,,,,0.13823696817385214,-0.019626459955800035,0.13046764750434958,False,0.0
outer_0:delta3d_extended_weight,,,,,,0.1357865309017194,0.02963533062055923,0.12778195192296254,False,0.25
outer_0:delta3d_extended_weight,,,,,,0.1351257533166035,0.06622778211328861,0.1262750982354162,True,0.5
outer_0:delta3d_extended_weight,,,,,,0.1351801343664105,0.09015089452238845,0.12572559481265141,False,0.75
outer_0:delta3d_extended_weight,,,,,,0.13598981152583758,0.10140466784785851,0.12605150007204627,False,1.0
outer_1:baseline,0.0,3.0,285022.0,0.35,2.0,0.13235432114903756,0.045303310286388676,0.12035984839013782,True,
outer_1:baseline,1.0,3.0,285022.0,0.7,2.0,0.1427612106856206,-0.12343165057416883,0.1355568591845657,False,
outer_1:baseline,2.0,3.0,285022.0,1.0,4.0,0.14387779784472318,-0.2002392452934172,0.1425019781340609,False,
outer_1:2d_second_unshrunk,0.0,3.0,285022.0,0.35,2.0,0.13214479383368102,0.023975277387227822,0.12223387340747469,True,
outer_1:2d_second_unshrunk,1.0,3.0,285022.0,0.7,2.0,0.1425471042629193,-0.1104855079537077,0.13404703165474505,False,
outer_1:2d_second_unshrunk,2.0,3.0,285022.0,1.0,4.0,0.14343339471019734,-0.17729414411528288,0.13984531867995706,False,
outer_1:delta3d_unshrunk,0.0,3.0,285022.0,0.35,2.0,0.13858293104266936,0.0541652719080723,0.12051235517876058,True,
outer_1:delta3d_unshrunk,1.0,3.0,285022.0,0.7,2.0,0.1447229620409492,0.020103324861565408,0.12266696471610168,False,
outer_1:delta3d_unshrunk,2.0,3.0,285022.0,1.0,4.0,0.15114566736724305,-0.03587379459196005,0.12575034025235834,False,
outer_1:delta3d_extended_unshrunk,0.0,3.0,285022.0,0.35,2.0,0.1346575656477153,0.09398236781356639,0.11607968580233767,True,
outer_1:delta3d_extended_unshrunk,1.0,3.0,285022.0,0.7,2.0,0.14566646496893565,0.0541600156132247,0.11822693026624843,False,
outer_1:delta3d_extended_unshrunk,2.0,3.0,285022.0,1.0,4.0,0.1478173904001537,-0.00609570559077488,0.12164505725805544,False,
outer_1:2d_ensemble_weight,,,,,,0.13235432114903756,0.045303310286388676,0.12035984839013782,False,0.0
outer_1:2d_ensemble_weight,,,,,,0.13226746074856222,0.04051327928559878,0.1207893669666052,False,0.25
outer_1:2d_ensemble_weight,,,,,,0.13221252805042485,0.035361930135475395,0.12124975940381574,False,0.5
outer_1:2d_ensemble_weight,,,,,,0.13216860424074833,0.029849262836018298,0.12173476025593462,False,0.75
outer_1:2d_ensemble_weight,,,,,,0.13214479383368102,0.023975277387227822,0.12223387340747469,True,1.0
outer_1:delta3d_weight,,,,,,0.13235432114903756,0.045303310286388676,0.12035984839013782,False,0.0
outer_1:delta3d_weight,,,,,,0.13219607907189349,0.0623147756752247,0.11890295679575016,True,0.25
outer_1:delta3d_weight,,,,,,0.13314834102646303,0.06946225774178405,0.11834065162591813,False,0.5
outer_1:delta3d_weight,,,,,,0.13543547461364783,0.06674575648606662,0.11898759118589929,False,0.75
outer_1:delta3d_weight,,,,,,0.13858293104266936,0.0541652719080723,0.12051235517876058,False,1.0
outer_1:delta3d_extended_weight,,,,,,0.13235432114903756,0.045303310286388676,0.12035984839013782,False,0.0
outer_1:delta3d_extended_weight,,,,,,0.13114633146363838,0.07662754078296519,0.1175717677743596,False,0.25
outer_1:delta3d_extended_weight,,,,,,0.13114038484632168,0.09518212720302033,0.1158920144627861,True,0.5
outer_1:delta3d_extended_weight,,,,,,0.13234089120223533,0.1009670695465541,0.11538413453320784,False,0.75
outer_1:delta3d_extended_weight,,,,,,0.1346575656477153,0.09398236781356639,0.11607968580233767,False,1.0
outer_2:baseline,0.0,3.0,295029.0,0.35,2.0,0.13492604464460387,0.03167967668755767,0.12928787369320638,True,
outer_2:baseline,1.0,3.0,295029.0,0.7,2.0,0.14257812875704523,-0.07513954772701825,0.13767385637131932,False,
outer_2:baseline,2.0,3.0,295029.0,1.0,4.0,0.1425131603574528,-0.009847669443679319,0.13376001234598522,False,
outer_2:2d_second_unshrunk,0.0,3.0,295029.0,0.35,2.0,0.13616200436187978,0.025034710089295475,0.1293480410585969,True,
outer_2:2d_second_unshrunk,1.0,3.0,295029.0,0.7,2.0,0.1435236957300099,-0.06597460630316765,0.13743391467026628,False,
outer_2:2d_second_unshrunk,2.0,3.0,295029.0,1.0,4.0,0.14265613436750232,-0.012914183042831429,0.13467929780818488,False,
outer_2:delta3d_unshrunk,0.0,3.0,295029.0,0.35,2.0,0.1448365271193373,0.0676951769220524,0.12624823686692066,True,
outer_2:delta3d_unshrunk,1.0,3.0,295029.0,0.7,2.0,0.14727128087214647,0.021278265813686192,0.1299285853263027,False,
outer_2:delta3d_unshrunk,2.0,3.0,295029.0,1.0,4.0,0.14754111010919874,0.0426922318511731,0.1286079492082951,False,
outer_2:delta3d_extended_unshrunk,0.0,3.0,295029.0,0.35,2.0,0.1408671425250987,0.08954607250422897,0.12517182680938255,True,
outer_2:delta3d_extended_unshrunk,1.0,3.0,295029.0,0.7,2.0,0.14196084404963244,0.04891634756275309,0.12843792227159553,False,
outer_2:delta3d_extended_unshrunk,2.0,3.0,295029.0,1.0,4.0,0.14299216955364763,0.07660623314567894,0.12641390740439876,False,
outer_2:2d_ensemble_weight,,,,,,0.13492604464460387,0.03167967668755767,0.12928787369320638,True,0.0
