model,axis_label,n_curves,n_curves_guarded,n_ligands,slope_true_median,slope_pred_median,slope_mae,slope_mae_median,slope_ratio_median,slope_pearson,slope_spearman,slope_sign_agree,span_true_median,span_pred_median,span_recovery_median,span_recovery_median_unguarded,span_recovery_q25,span_recovery_q75,compression_median,shape_mae,shape_mae_median,within_curve_spearman,within_curve_sign_accuracy,row_mae,n_distinct_pred_median,n_distinct_true_median,step_share_pred_median,linear_r2_pred_median,linear_r2_true_median
GEN9_A3_RAND_d05,temperature,160,160,5,-0.04032650561688559,-0.0011382442848275865,0.03900138726573306,0.04041299010007082,0.0309584607121334,-0.04373539239338092,-0.07593223354803817,0.6625,1.1765941508309075,0.119467532,0.09650273175396215,0.09650273175396215,0.04297468614740456,0.1806545423065195,0.1167093669273579,0.4102864400845176,0.37262106223094804,0.30090706058279015,0.6251041666666667,1.3316432096063315,3.0,4.0,0.6,0.5989946098530601,0.9893613987029377
GEN9_A4_MULTI_d05,acid,2105,1950,68,1.6557758087863772,0.4535069743029744,1.525406134854564,1.2307698934313602,0.21069493471055556,0.1641425607207922,0.18488522943341215,0.8304038004750594,1.9269282814614344,0.6251735600000001,0.293887170529277,0.31289015097986916,0.16685787959312082,0.5085506829370011,0.28949359777803707,0.5931699024055175,0.5295906523199999,0.5871664178451497,0.7774000775821767,1.2875119784248874,5.0,5.0,1.0,0.8874834557440856,0.917337219586492
GEN9_A4_MULTI_d05,contact_time,40,0,8,0.00014296899524398737,1.8616471672409135e-17,0.003493024860119394,0.0009744312459341651,0.07018739173049023,0.22337431338700134,0.2747114007055792,0.6,0.06287846248431395,0.020802551999999995,,0.1174361231672611,,,,0.06534399664100801,0.0264810754709862,0.17996339617155624,0.5593404150197628,1.9992226915646085,3.0,5.0,0.6,0.4606292885485347,0.1646628381999693
GEN9_A4_MULTI_d05,extractant,775,775,25,2.573675226299942,0.07872302526754286,2.468120114287593,2.349223873000416,0.02963661120266664,-0.11270075613546894,-0.18955055327547954,0.72,2.073913043478258,0.11618726599999996,0.060439338625336805,0.060439338625336805,0.030358346269918776,0.11065582687922215,0.062150067756396886,0.679653597371275,0.5892852856403776,0.37812827040637653,0.6700616408680925,1.2274370475629355,5.0,5.0,1.0,0.7093900524235148,0.9940258395786431
GEN9_A4_MULTI_d05,metal_concentration,45,30,4,-1.1226193871745382,-0.0031485708081256665,0.8476447901217589,1.1194708163664127,0.002804664558706882,0.04992093383592435,0.1742907076368534,0.6,0.72923076923077,0.010343736999999964,0.018187227884308297,0.02266098852037944,0.004679081663250073,0.02828847927924866,0.01908406664027025,0.265054125748876,0.22885108136538454,0.19317299182591677,0.5727950136283468,0.5682627324180866,6.0,8.0,0.75,0.6026063973282711,0.7515429813530872
GEN9_A4_MULTI_d05,metal_series,1605,1210,84,0.08443469855079262,0.046029136499999984,0.09785670196087198,0.08248752399895382,0.31117875617183105,0.27546284359115564,0.35014794400266913,0.7607476635514019,1.0261096605744122,0.5974472430000001,0.4415313799685341,0.5213472873323557,0.28739127406038956,0.6773698025442997,0.42628912414908154,0.31634005095763457,0.24871078775308642,0.4532743994893969,0.7027648279993243,1.1136336815123575,8.0,8.0,1.0,0.7578813008071508,0.8742223263723046
GEN9_A4_MULTI_d05,temperature,160,160,5,-0.04032650561688559,-4.502059380149522e-18,0.03858874510957569,0.040860912297709384,9.459287390486067e-17,-0.06371008754587507,-0.05523850308076328,0.5625,1.1765941508309075,0.073146564,0.07404686642098512,0.07404686642098512,0.025790529705427286,0.18628600419002428,0.08012771400810081,0.3974208732797215,0.35470744672827986,0.10781657473181835,0.5623958333333333,1.2465534721977405,2.0,4.0,0.5,0.5989946098530612,0.9893613987029377
GEN9_REL_MONOLITH,acid,2105,1950,68,1.6557758087863772,0.4941278712214933,1.4540935918300408,1.2184648956146118,0.26892205187918883,0.2250700708648332,0.2672417437632292,0.8375296912114014,1.9269282814614344,0.5742144371044162,0.2841375274036503,0.2954360166949329,0.16216621444733853,0.4920211434428136,0.2842789834642848,0.5523870746457661,0.496220663341552,0.6188150684007264,0.792869180423605,1.237884096942294,5.0,5.0,1.0,0.9488555807897893,0.917337219586492
GEN9_REL_MONOLITH,contact_time,40,0,8,0.00014296899524398737,-2.1301723432644476e-06,0.0020034420423905236,0.0007017212299468155,1.3999831614374643e-14,0.23194381911029632,0.5275737798300858,0.6,0.06287846248431395,0.05193436221575669,,0.3261869755419403,,,,0.04929300483177962,0.023990083731183276,0.1589220830798599,0.5425,2.148553806693912,3.0,5.0,0.6,0.42120346323856817,0.1646628381999693
GEN9_REL_MONOLITH,extractant,775,775,25,2.573675226299942,0.5210451780818859,1.9841825733756835,1.954808185015074,0.19152845460908025,0.27108204458927176,0.3256477149235448,0.9509677419354838,2.073913043478258,0.4765211033141639,0.20953012760778428,0.20953012760778428,0.14679135111623315,0.3624227599059895,0.21727025192677318,0.5671798109102415,0.5035632126805429,0.8402100686058442,0.9025990783410138,1.1640823824510944,5.0,5.0,1.0,0.936339140507481,0.9940258395786431
GEN9_REL_MONOLITH,metal_concentration,45,30,4,-1.1226193871745382,0.0088788898536698,0.853762001710804,1.1311228142277576,-2.6985252354304886e-05,0.07751566460777605,0.05964320793656581,0.4222222222222222,0.72923076923077,0.010407524385494443,0.02248605191278888,0.014271921625678018,0.009755390938991443,0.05021593628575222,0.022188441274544023,0.27393142333527465,0.23153075931845302,0.0066781619174063915,0.48950412151392536,0.5434735199625561,4.0,8.0,0.5833333333333334,0.5575322061174431,0.7515429813530872
GEN9_REL_MONOLITH,metal_series,1605,1210,84,0.08443469855079262,0.05524397149364306,0.09323120247144936,0.07579480695407312,0.3930058674773831,0.21340457164191734,0.23712266813102717,0.8043613707165109,1.0261096605744122,0.5399412725661764,0.4281265828286912,0.4930985688121558,0.2292634702160456,0.6459280861052823,0.44074168397961505,0.2961321190932106,0.24707328617061752,0.5462913699483942,0.7507725094182363,1.0989385694679803,8.0,8.0,1.0,0.8810577491994337,0.8742223263723046
GEN9_REL_MONOLITH,temperature,160,160,5,-0.04032650561688559,-3.472314040032823e-05,0.038572934956885255,0.04134563162396864,0.0007087442225060166,0.06963607449249706,0.08734905404283602,0.525,1.1765941508309075,0.14855348071760224,0.12168416965859563,0.12168416965859563,0.05569162869486396,0.2363274899567489,0.12979325981160927,0.3909797952240789,0.3737411046450009,0.09442167025038026,0.5575,1.279707257500816,4.0,4.0,1.0,0.2899222202353736,0.9893613987029377
GEN9_SHAPE_RECOMPOSED,acid,2105,1950,68,1.6557758087863772,0.6056998045083773,1.379567734780112,1.0940462869134338,0.33058077514694495,0.2183115972361514,0.259944124407045,0.8299287410926366,1.9269282814614344,0.7435707459722786,0.37560384349061654,0.39213517924257074,0.21030368249112624,0.6487753424271749,0.35136682781562756,0.5453233535058456,0.4768738379941387,0.5980397724528802,0.7838585547762046,1.222287923302607,5.0,5.0,1.0,0.9544600888644268,0.917337219586492
GEN9_SHAPE_RECOMPOSED,contact_time,40,0,8,0.00014296899524398737,-6.814156454341574e-06,0.003958118888921676,0.0006715408515096455,7.726487278272095e-15,0.16603958449147188,0.3828445911419911,0.575,0.06287846248431395,0.06645219029775767,,0.43354704682176565,,,,0.07312988753142828,0.036737934329620636,0.16768034541063254,0.545625,1.88935325123223,3.0,5.0,0.6,0.6231618176131031,0.1646628381999693
GEN9_SHAPE_RECOMPOSED,extractant,775,775,25,2.573675226299942,1.0240136832686502,1.5103337371475218,1.475534403814272,0.38662085478012603,0.33430239990079713,0.3785572737249749,0.9651612903225807,2.073913043478258,0.9651282273088733,0.4232912084165291,0.4232912084165291,0.26903215651219115,0.6588941838541895,0.416602084187348,0.469194113387331,0.43360043588063385,0.8856282679685347,0.9255721769270157,1.077465366957528,5.0,5.0,1.0,0.9560329014834918,0.9940258395786431
GEN9_SHAPE_RECOMPOSED,metal_concentration,45,30,4,-1.1226193871745382,-4.1091623106741086e-19,0.8475735155249087,1.1195293690207997,0.000591712389346944,0.09465664712350634,0.00596432079365658,0.6,0.72923076923077,0.006240692287574005,0.008034236454030421,0.011044509819555296,0.004890438699622073,0.021271160017192557,0.009029082206804488,0.2698361128847399,0.2293942111608634,0.039143698296165375,0.5237087966499732,0.5377406719022797,4.0,8.0,0.5833333333333334,0.3999177375423638,0.7515429813530872
GEN9_SHAPE_RECOMPOSED,metal_series,1605,1210,84,0.08443469855079262,0.08433205242990373,0.09265088570703515,0.07207360192876316,0.601805720971045,0.19559052750034936,0.23470104257124397,0.822429906542056,1.0261096605744122,0.8997695244707797,0.6183676461935808,0.7161549904633122,0.3625785432316373,0.9340315601171439,0.6219826628676386,0.29112879088438637,0.24661950949898193,0.5703008459698429,0.7644840919625333,1.082287063113223,8.0,8.0,1.0,0.9116107053095731,0.8742223263723046
GEN9_SHAPE_RECOMPOSED,temperature,160,160,5,-0.04032650561688559,0.000700947754812739,0.03962953571783297,0.043914695430439785,-0.02180426702902697,-0.007327166178468527,0.002638058679146054,0.4125,1.1765941508309075,0.17745000060186455,0.16258794107125887,0.16258794107125887,0.07135952061274695,0.3367478951595152,0.17314354906061047,0.4077324562510798,0.3890663220374857,0.01752938502649686,0.5290625,1.2243065703619762,4.0,4.0,1.0,0.3856399466670606,0.9893613987029377
GEN9_X_MULTI_d2,acid,2105,1950,68,1.6557758087863772,0.612478670954704,1.7895865225839862,1.26979530480806,0.3401387397054428,-0.049466305074701615,0.07269333214018547,0.7757719714964371,1.9269282814614344,1.1697146079999998,0.5948990907508335,0.6402492788524474,0.28222922792793914,1.1398939684619682,0.5718464811258201,0.7143702214636982,0.60900900776,0.48769178970129,0.7246896237394284,1.3813341001314914,5.0,5.0,1.0,0.7597342475261573,0.917337219586492
GEN9_X_MULTI_d2,contact_time,40,0,8,0.00014296899524398737,5.951952319727463e-17,0.008526816191104021,0.0011645530856543096,1.7499789517968303e-14,0.02477051441788268,0.12857825629466563,0.55,0.06287846248431395,0.015096885000000004,,0.07066655865097884,,,,0.1356667493968835,0.026752685591986892,0.02104684325230446,0.5166646080368906,2.5359341669711855,3.0,5.0,0.6,0.48028391438976237,0.1646628381999693
GEN9_X_MULTI_d2,extractant,775,775,25,2.573675226299942,0.08863458954585535,2.7301698897208646,2.48212279140574,0.03379837893091734,-0.07083409717586191,0.04767618294578752,0.6064516129032258,2.073913043478258,0.356140759,0.17302864666999992,0.17302864666999992,0.09870913667355488,0.3348737277970234,0.1797657615273834,0.7935400224148649,0.6060233317184963,0.17887667973243768,0.5797975501201308,1.3463955843662256,5.0,5.0,1.0,0.5220810803150587,0.9940258395786431
GEN9_X_MULTI_d2,metal_concentration,45,30,4,-1.1226193871745382,0.006177300211630971,0.8625053894351399,1.1112217084573863,-0.001056416881209559,-0.06603701141622004,0.0198810693121886,0.4666666666666667,0.72923076923077,0.02991919300000001,0.03000720887955824,0.04206522303467988,0.018679809599155283,0.0851491312559469,0.03706839356308132,0.2670041491535214,0.23216068261538453,-0.0253127971518854,0.47828617642343135,0.665617936084385,5.0,8.0,0.75,0.6480941487529154,0.7515429813530872
GEN9_X_MULTI_d2,metal_series,1605,1210,84,0.08443469855079262,0.04256204970013207,0.13039429841796438,0.09173686371255174,0.3058719917002055,0.06409043955824016,0.1875583915185838,0.6903426791277258,1.0261096605744122,0.953388143,0.7210148039867192,0.9173758311274866,0.4400830982357575,1.216862134838761,0.6943292460112076,0.4947739191853668,0.34838950856791323,0.2978544127437836,0.6275205744521195,1.3212788842242718,8.0,8.0,1.0,0.5067872686608832,0.8742223263723046
GEN9_X_MULTI_d2,temperature,160,160,5,-0.04032650561688559,-0.00015536885048090501,0.03991244241654707,0.03855025789318868,0.004248228534115589,0.049393711776139514,0.16223339965468295,0.55,1.1765941508309075,0.159084373,0.139084347006251,0.139084347006251,0.05546543378141365,0.22183604943349067,0.1543353128025287,0.5039773807757968,0.38118574330434857,0.0697586237405924,0.5202083333333334,1.4834260835047282,3.0,4.0,0.6,0.5336036048134003,0.9893613987029377
GEN9_X_MULTI_d8c,acid,2105,1950,68,1.6557758087863772,0.32097832206791355,1.7163400046897754,1.4781769964575395,0.1646667665971766,0.11049852777815462,0.13493382660075467,0.6209026128266033,1.9269282814614344,1.372738997,0.6461563043309848,0.6949102476352594,0.3610289718281573,1.2034340407897284,0.6307185608769044,0.76318542202164,0.7122970412233247,0.18548759769031406,0.5781911738097606,1.4668047495642695,5.0,5.0,1.0,0.3772768048644942,0.917337219586492
GEN9_X_MULTI_d8c,contact_time,40,0,8,0.00014296899524398737,1.1168220936119399e-17,0.0029456151979386294,0.0015301779121092373,1.6406052673095284e-16,-0.07734498265316528,-0.13610975122864238,0.5,0.06287846248431395,0.06308602600000013,,0.2797260522919548,,,,0.06097570498155547,0.037121999098533864,-0.07693362919146388,0.48257246376811586,2.1356445784098668,3.0,5.0,0.6,0.40734819349547374,0.1646628381999693
GEN9_X_MULTI_d8c,extractant,775,775,25,2.573675226299942,0.11023033610590637,2.5531075026538694,2.530608208848064,0.04114200573975502,-0.010635584881802699,0.04218255620707734,0.5574193548387096,2.073913043478258,0.6867505439999999,0.33537900366666673,0.33537900366666673,0.21176535553989012,0.5458582521684772,0.3443648671262261,0.7273948507404443,0.6573633266591742,0.08957109900571375,0.5440384418448935,1.4708515023669873,5.0,5.0,1.0,0.5171983337220959,0.9940258395786431
GEN9_X_MULTI_d8c,metal_concentration,45,30,4,-1.1226193871745382,-1.0519455515325718e-16,0.8624796998389223,1.1191620337480155,2.399466636695235e-15,-0.1213877445689803,0.004638916172844007,0.5111111111111111,0.72923076923077,0.053159105000000095,0.06023217980851257,0.07033145495780582,0.029065195142693373,0.07463543512338336,0.0633052004757024,0.2695042696324626,0.23120145486538451,-0.014478393936614573,0.49639907478142775,0.7994991742224948,5.0,8.0,0.75,0.5456444390904744,0.7515429813530872
GEN9_X_MULTI_d8c,metal_series,1605,1210,84,0.08443469855079262,0.07577128911428568,0.12506500453784575,0.09819071714709102,0.4984326310786908,0.1364309115758001,0.14932202523418978,0.7121495327102804,1.0261096605744122,1.804353204,1.2569877372649465,1.730990063622938,0.8022766018768861,2.075805678639872,1.1602136530191869,0.5547354647387117,0.4994637695,0.24108850800884524,0.594328268619472,1.2929479585641026,8.0,8.0,1.0,0.3570181884411917,0.8742223263723046
GEN9_X_MULTI_d8c,temperature,160,160,5,-0.04032650561688559,0.00211022437,0.04204790205953836,0.04073438131676694,-0.0725385428792597,-0.05109670409394138,-0.03965881547649568,0.375,1.1765941508309075,0.3020744139999999,0.24933116151976864,0.24933116151976864,0.11797526542669642,0.4041585266749584,0.27789281938258176,0.44218805275137124,0.4262586603162754,-0.1488927584503236,0.4610416666666667,1.421234589329528,3.0,4.0,0.6333333333333333,0.5593357640367258,0.9893613987029377
REC_ecfp_plus_recovered,acid,2105,1950,68,1.6557758087863772,0.35523643585793413,1.5666908751005,1.3193787311886296,0.17161594811630337,0.17075536112461406,0.1921869979783365,0.8285035629453682,1.9269282814614344,0.44224926950420107,0.2065221443924014,0.21836566880181502,0.11222997219627887,0.37797199102084256,0.21092409389770647,0.5890249931750723,0.5319796686106707,0.6226909450919635,0.7992135062299012,1.2525175560064503,5.0,5.0,1.0,0.9466729428165765,0.917337219586492
REC_ecfp_plus_recovered,contact_time,40,0,8,0.00014296899524398737,4.846730144335393e-17,0.0017634952577701777,0.0006715408515096441,1.583393843799735e-13,0.2791184590016292,0.24435883163013505,0.725,0.06287846248431395,0.005289278461911207,,0.04974910506496408,,,,0.041829159393517404,0.026597666172529323,0.24269707775307794,0.5549999999999999,1.8764803046458542,3.0,5.0,0.6,0.7365265996870993,0.1646628381999693
REC_ecfp_plus_recovered,extractant,775,775,25,2.573675226299942,0.11642844967037423,2.432927218700885,2.3173022242635835,0.04318144096624175,-0.054729471527538195,-0.23011720801146485,0.8503225806451613,2.073913043478258,0.10891940530238083,0.05071765852937552,0.05071765852937552,0.02284038798736933,0.10023277592833471,0.0517083755812694,0.6648148953790014,0.576149592487801,0.5823711919570708,0.7618444208121627,1.199752687875742,5.0,5.0,1.0,0.8202931537191764,0.9940258395786431
REC_ecfp_plus_recovered,metal_concentration,45,30,4,-1.1226193871745382,-2.6298638788314296e-16,0.8480255286498475,1.1195293690207997,0.0003905669825183937,0.0595669054629193,-0.02385728317462632,0.5777777777777777,0.72923076923077,0.00624069228757404,0.008034236454030409,0.011044509819555279,0.004890438699622083,0.021271160017192488,0.009029082206804488,0.2655305770814445,0.2293942111608634,0.06353021126407787,0.5300580029991795,0.541185100544916,4.0,8.0,0.5833333333333334,0.6059693021026401,0.7515429813530872
REC_ecfp_plus_recovered,metal_series,1605,1210,84,0.08443469855079262,0.03950582906310342,0.09389430325002115,0.07656158283408797,0.29468046654398217,0.35135990280191776,0.37574389547922826,0.7713395638629283,1.0261096605744122,0.40290511240214927,0.33020769186384713,0.3789979487057815,0.17315781435188213,0.537653317208471,0.34784042876664684,0.29761450466116607,0.2428485313686901,0.49338485768579077,0.7269407424451146,1.0955330873018039,8.0,8.0,1.0,0.8592634177102487,0.8742223263723046
REC_ecfp_plus_recovered,temperature,160,160,5,-0.04032650561688559,1.2278343764044152e-18,0.03895765035174236,0.04171812113219917,-2.5665638936890525e-17,-0.127040728227477,-0.07739089269571414,0.44375,1.1765941508309075,0.08454284717890101,0.06371785259906745,0.06371785259906745,0.028804137967698373,0.11730379740945213,0.07138948260582445,0.3951396560359267,0.39772535796888586,0.020487794790125267,0.5620833333333333,1.2354814683140372,2.0,4.0,0.5,0.5997485333854162,0.9893613987029377
