split_seed,model,macro_mae,offset_mae,shape_mae,shape_r2,macro_mae_ligand,pooled_mae,pooled_r2,offset_share_of_sse,median_ligand_mae,worst_quartile_ligand_mae,rank_spearman,sign_accuracy,frac_within_0_5_log,frac_within_1_log,prediction_dispersion_ratio,n_rows,n_ligands,n_ecfp_clusters,n_superclusters,n_eff_pooled_rows,n_macro_units,nn_lt_0_4__macro_mae,nn_lt_0_4__offset_mae,nn_lt_0_4__shape_mae,nn_lt_0_4__n_rows,nn_lt_0_6__macro_mae,nn_lt_0_6__offset_mae,nn_lt_0_6__shape_mae,nn_lt_0_6__n_rows
104729,ABL_add_donors,1.0684229546981063,0.9175687079209935,0.5088100204295403,0.12189138485438467,1.0719747993035413,1.19366747371098,0.17135398827595305,0.47695900633407523,0.899459299531686,2.216118387907152,0.46610888429393044,0.6133253570236012,0.2761051829268293,0.5007621951219512,0.527237856363002,5248,152,131,79,6.256051615740402,131,0.8071473183555884,0.7321992972124376,0.3544373839637215,396,1.2106786464234562,1.0804318759190539,0.5242222795633322,1282
130363,ABL_add_donors,1.0870255949571437,0.9073499641638765,0.5187510378692997,0.11874253014192226,1.0782933552592706,1.124676658934489,0.2426713635471699,0.42565219312291597,0.9410790681262053,2.1587118050260474,0.4582047058384211,0.6001466510490103,0.3046875,0.5236280487804879,0.5556633686224701,5248,152,131,79,6.256051615740402,131,0.7857822977143509,0.7043250263430612,0.33818636521296924,433,1.2314101730516014,1.0873569304119486,0.5039809659479265,1372
155921,ABL_add_donors,1.0056219135887967,0.8335532662463804,0.5002992175651212,0.13886334625652663,1.0049531758424692,1.1076202974762699,0.2660307152323541,0.4209037882974549,0.8681419946225494,2.0518612974270782,0.4262917207908051,0.6132112602045997,0.3043064024390244,0.5299161585365854,0.5405994538100666,5248,152,131,79,6.256051615740402,131,0.9260740037854014,0.8581582697187636,0.41639614922133505,397,1.2031540320410237,1.0440069506404772,0.5309312133872428,1829
104729,ABL_add_ecfp,1.0081650747306525,0.8777593113791803,0.4970659022004473,0.17385861549022963,1.0255008584208842,1.1658357198585132,0.23726648318833998,0.46538876440436167,0.9142261036634696,2.0189423226440777,0.5084002213509625,0.6285232626665788,0.2772484756097561,0.4847560975609756,0.48842439536110277,5248,152,131,79,6.256051615740402,131,0.8980731357847535,0.7723281956030292,0.3688991232264231,396,1.1129611003815552,1.0182400509418565,0.5184109194637115,1282
130363,ABL_add_ecfp,1.0185485825899467,0.8563814231513106,0.5192725667748612,0.15043701190439762,1.0341642313988626,1.119530011881178,0.27839386105004027,0.4188986301619285,0.9454912732776866,2.0167563923185234,0.4296524109847053,0.621490083520965,0.29039634146341464,0.5160060975609756,0.5134903763031936,5248,152,131,79,6.256051615740402,131,0.8173122141930861,0.7095684507001723,0.3620903243459597,433,1.094503439200814,0.9352996029066363,0.5147033433199728,1372
155921,ABL_add_ecfp,0.9694722926397419,0.8161663216824727,0.4973177632106841,0.19399668393848601,0.9922326232536524,1.1248412850146492,0.2795108386444284,0.4478387674831861,0.890153599639026,1.9344576073349586,0.4510825484128925,0.6409530119990077,0.2894435975609756,0.5055259146341463,0.49397981372142274,5248,152,131,79,6.256051615740402,131,0.8828966126758186,0.751496900741648,0.41383048841120923,397,1.1158062047650572,0.9350085905059269,0.5245882305092671,1829
104729,ABL_add_ligphys,1.0449403395147767,0.8972874978835351,0.505065168760928,0.10977239787457416,1.0523623855409547,1.1800062236348414,0.19027733682182768,0.4573481404066104,0.9189627282927136,2.1472031245950265,0.447015208332986,0.6079387310549559,0.2837271341463415,0.4958079268292683,0.5270904681264158,5248,152,131,79,6.256051615740402,131,0.8715632348703333,0.8023328820307252,0.35898054635606996,396,1.1791088913454943,1.062966167371632,0.5211918768216421,1282
130363,ABL_add_ligphys,1.0801345718866429,0.8885983509357986,0.5182931760161136,0.1311091439422457,1.0679535681035248,1.1095822350901692,0.2681479411770721,0.4139988576335214,0.9043425703405867,2.1436521181728985,0.43379493941738484,0.611163274641511,0.3073551829268293,0.5234375,0.5443468565957765,5248,152,131,79,6.256051615740402,131,0.8575619976781432,0.7813779993461569,0.3482172385197576,433,1.2186578119380231,1.0699853938202493,0.5030302787260901,1372
155921,ABL_add_ligphys,0.9773806744065271,0.8067334682461502,0.4972773131865778,0.14626486831885432,0.9802594188183237,1.09587556686153,0.28947934721675483,0.40693406169667967,0.8519369495380643,1.9824122444430996,0.4201838326179287,0.6189867574416772,0.31097560975609756,0.5276295731707317,0.5288401362210533,5248,152,131,79,6.256051615740402,131,0.908679670440276,0.848834606008744,0.40625046961353356,397,1.1568326074978554,0.9973492905545389,0.5215531968118803,1829
104729,ABL_add_massaction,1.0884908341851685,0.9331273541477977,0.5403952496905372,0.02589155435513113,1.0916939389676743,1.318825824833035,-0.0233349872562445,0.5301642917303794,0.8850299795952217,2.2615804519217044,0.3674021913770052,0.5743843220503093,0.28753810975609756,0.4615091463414634,0.5289090434273906,5248,152,131,79,6.256051615740402,131,0.909112025994535,0.8324995721704935,0.39548019753858316,396,1.252662327985233,1.1507473567133237,0.5656473608188949,1282
