model,set,target,held_out_chemotype,rho
ELEM,S14,abs_a,sc096,-0.5548582995951417
ELEM,S14,abs_a,sc097,-0.5548582995951417
ELEM,S14,b,sc000,0.18846153846153849
ELEM,S14,b,sc001,0.18846153846153849
ELEM,S14,b,sc007,0.16511653353758618
ELEM,S14,b,sc008,0.18846153846153849
ELEM,S14,b,sc009,-0.1346153846153846
ELEM,S14,b,sc010,0.18846153846153849
ELEM,S14,b,sc012,0.18846153846153849
ELEM,S14,b,sc015,0.18846153846153849
ELEM,S14,b,sc017,0.18846153846153849
ELEM,S14,b,sc018,0.18846153846153849
ELEM,S14,b,sc019,0.18262391946602471
ELEM,S14,b,sc020,0.18846153846153849
ELEM,S14,b,sc021,0.19772403982930295
ELEM,S14,b,sc027,0.3515406162464987
ELEM,S14,b,sc028,0.20056899004267426
ELEM,S14,b,sc029,0.17606177606177606
ELEM,S14,b,sc030,0.18846153846153849
ELEM,S14,b,sc031,0.18846153846153849
ELEM,S14,b,sc033,0.15833242149031623
ELEM,S14,b,sc036,0.18846153846153849
ELEM,S14,b,sc055,0.18846153846153849
ELEM,S14,b,sc057,0.18328044643834118
ELEM,S14,b,sc058,0.18846153846153849
ELEM,S14,b,sc059,0.19597330123645912
ELEM,S14,b,sc060,0.25221577853156796
ELEM,S14,b,sc061,0.18846153846153849
ELEM,S14,b,sc068,0.21287001287001286
ELEM,S14,b,sc069,0.1896633475580844
ELEM,S14,b,sc070,0.18846153846153849
ELEM,S14,b,sc071,0.18984571616150564
ELEM,S14,b,sc075,0.19422256264361526
ELEM,S14,b,sc076,0.136885873727979
ELEM,S14,b,sc077,0.18846153846153849
ELEM,S14,b,sc078,0.18846153846153849
ELEM,S14,b,sc083,0.19925593609804135
ELEM,S14,b,sc084,0.18846153846153849
ELEM,S14,b,sc085,0.18846153846153849
ELEM,S14,b,sc086,0.20231972863551811
ELEM,S14,b,sc096,0.18846153846153849
ELEM,S14,b,sc097,0.18846153846153849
ELEM,S3,a,sc000,0.202977027660572
ELEM,S3,a,sc001,0.20375058602906707
ELEM,S3,a,sc007,0.18738865447726208
ELEM,S3,a,sc008,0.21528724440116848
ELEM,S3,a,sc009,0.08031622012365806
ELEM,S3,a,sc010,0.21758087201125176
ELEM,S3,a,sc012,0.20030473511486172
ELEM,S3,a,sc015,0.1780590717299578
ELEM,S3,a,sc017,0.20578996718237227
ELEM,S3,a,sc018,0.1838255977496484
ELEM,S3,a,sc019,0.2005391467416784
ELEM,S3,a,sc020,0.2053680262541022
ELEM,S3,a,sc021,0.2331223628691983
ELEM,S3,a,sc027,0.26779516358463723
ELEM,S3,a,sc028,0.19598344693281405
ELEM,S3,a,sc029,0.20102682127998583
ELEM,S3,a,sc030,0.1786270691333983
ELEM,S3,a,sc031,0.20537974683544305
ELEM,S3,a,sc033,0.18082512892639477
ELEM,S3,a,sc036,0.22598454177401545
ELEM,S3,a,sc055,0.22105016408813877
ELEM,S3,a,sc057,0.19423347398030943
ELEM,S3,a,sc058,0.20282294489611563
ELEM,S3,a,sc059,0.19800750117205815
ELEM,S3,a,sc060,0.2247538677918425
ELEM,S3,a,sc061,0.1552823758519961
ELEM,S3,a,sc068,0.2205604921394395
ELEM,S3,a,sc069,0.215238558909445
ELEM,S3,a,sc070,0.19156118143459916
ELEM,S3,a,sc071,0.20403187998124708
ELEM,S3,a,sc075,0.20032817627754337
ELEM,S3,a,sc076,0.20998593530239099
ELEM,S3,a,sc077,0.21586966713548994
ELEM,S3,a,sc078,0.21368963900609472
ELEM,S3,a,sc083,0.20405532114392874
ELEM,S3,a,sc084,0.22168307548054383
ELEM,S3,a,sc085,0.21947960618846699
ELEM,S3,a,sc086,0.20588373183309894
ELEM,S3,a,sc096,0.20255508673230194
ELEM,S3,a,sc097,0.20440693858415376
ELEM,S3,abs_a,sc000,-0.1928738865447726
ELEM,S3,abs_a,sc001,-0.19824191279887485
ELEM,S3,abs_a,sc007,-0.1792076887013596
ELEM,S3,abs_a,sc008,-0.22329600778967867
ELEM,S3,abs_a,sc009,-0.01104309575809776
ELEM,S3,abs_a,sc010,-0.20039849976558838
ELEM,S3,abs_a,sc012,-0.2002344116268167
ELEM,S3,abs_a,sc015,-0.17086263478668542
ELEM,S3,abs_a,sc017,-0.1969292076887014
ELEM,S3,abs_a,sc018,-0.17728551336146273
ELEM,S3,abs_a,sc019,-0.1913267698077825
ELEM,S3,abs_a,sc020,-0.19749179559306143
ELEM,S3,abs_a,sc021,-0.22123769338959215
ELEM,S3,abs_a,sc027,-0.21009957325746798
ELEM,S3,abs_a,sc028,-0.19929406037000974
ELEM,S3,abs_a,sc029,-0.19660086748694344
ELEM,S3,abs_a,sc030,-0.20742453748782863
ELEM,S3,abs_a,sc031,-0.19483933787731256
ELEM,S3,abs_a,sc033,-0.1742850445382091
ELEM,S3,abs_a,sc036,-0.24157421525842576
ELEM,S3,abs_a,sc055,-0.18720112517580872
ELEM,S3,abs_a,sc057,-0.1848570089076418
ELEM,S3,abs_a,sc058,-0.1936088527551942
ELEM,S3,abs_a,sc059,-0.19838255977496483
ELEM,S3,abs_a,sc060,-0.17726207219878107
ELEM,S3,abs_a,sc061,-0.15131450827653362
ELEM,S3,abs_a,sc068,-0.1986876281613124
ELEM,S3,abs_a,sc069,-0.19401168451801365
ELEM,S3,abs_a,sc070,-0.186544772620722
ELEM,S3,abs_a,sc071,-0.1692920768870136
ELEM,S3,abs_a,sc075,-0.19657759024847635
ELEM,S3,abs_a,sc076,-0.18115330520393813
ELEM,S3,abs_a,sc077,-0.19873417721518988
ELEM,S3,abs_a,sc078,-0.23748241912798873
ELEM,S3,abs_a,sc083,-0.2025785278949836
ELEM,S3,abs_a,sc084,-0.22934833567744958
ELEM,S3,abs_a,sc085,-0.2328410689170183
ELEM,S3,abs_a,sc086,-0.19777308954524148
ELEM,S3,abs_a,sc096,-0.19428035630567278
ELEM,S3,abs_a,sc097,-0.1959212376933896
ELEM,S3,b,sc000,0.21399437412095643
ELEM,S3,b,sc001,0.2224566338490389
ELEM,S3,b,sc007,0.2073605250820441
ELEM,S3,b,sc008,0.20248296007789676
ELEM,S3,b,sc009,0.10437109723461195
ELEM,S3,b,sc010,0.22297233942803565
ELEM,S3,b,sc012,0.1993202062822316
ELEM,S3,b,sc015,0.1972808251289264
ELEM,S3,b,sc017,0.21776840131270514
ELEM,S3,b,sc018,0.2527426160337553
ELEM,S3,b,sc019,0.21804969526488513
ELEM,S3,b,sc020,0.22161275199249886
ELEM,S3,b,sc021,0.22325363338021567
ELEM,S3,b,sc027,0.2908392603129445
ELEM,S3,b,sc028,0.2351022395326193
ELEM,S3,b,sc029,0.22330833723238783
ELEM,S3,b,sc030,0.238777994157741
ELEM,S3,b,sc031,0.22702044790652387
ELEM,S3,b,sc033,0.2056962025316456
ELEM,S3,b,sc036,0.255901992744098
ELEM,S3,b,sc055,0.2035864978902954
ELEM,S3,b,sc057,0.2123534927332396
ELEM,S3,b,sc058,0.21883468834688347
ELEM,S3,b,sc059,0.223230192217534
ELEM,S3,b,sc060,0.2426629160806376
ELEM,S3,b,sc061,0.20511197663096398
ELEM,S3,b,sc068,0.22509911141490088
ELEM,S3,b,sc069,0.22378286270691333
ELEM,S3,b,sc070,0.22866854195968123
ELEM,S3,b,sc071,0.22287857477730896
ELEM,S3,b,sc075,0.2240740740740741
ELEM,S3,b,sc076,0.20032817627754337
ELEM,S3,b,sc077,0.19533520862634787
ELEM,S3,b,sc078,0.2404594467885607
ELEM,S3,b,sc083,0.22456633849038912
ELEM,S3,b,sc084,0.19090482887951243
ELEM,S3,b,sc085,0.193342709798406
ELEM,S3,b,sc086,0.2245897796530708
ELEM,S3,b,sc096,0.2186826066572902
ELEM,S3,b,sc097,0.22409751523675572
SPECIES,S8,a,sc000,-0.08367958500163683
SPECIES,S8,a,sc001,-0.08367958500163683
SPECIES,S8,a,sc007,-0.08979375991538868
SPECIES,S8,a,sc008,-0.06092014806980432
SPECIES,S8,a,sc009,0.000453035336756267
SPECIES,S8,a,sc010,-0.08926493918561607
SPECIES,S8,a,sc012,-0.08323638286620835
SPECIES,S8,a,sc015,-0.11766261237440508
SPECIES,S8,a,sc017,-0.08367958500163683
SPECIES,S8,a,sc018,-0.08367958500163683
SPECIES,S8,a,sc019,-0.08429402432575356
SPECIES,S8,a,sc020,-0.08367958500163683
SPECIES,S8,a,sc021,-0.11380222104706503
SPECIES,S8,a,sc027,-0.09166097060833903
SPECIES,S8,a,sc028,-0.05790497360377884
SPECIES,S8,a,sc029,-0.10029222676797196
SPECIES,S8,a,sc030,-0.06599682707562135
SPECIES,S8,a,sc031,-0.06173937204779106
SPECIES,S8,a,sc033,-0.09936541512427285
SPECIES,S8,a,sc036,-0.05984995832175605
SPECIES,S8,a,sc055,-0.11248016922263351
SPECIES,S8,a,sc057,-0.05610787942887361
SPECIES,S8,a,sc058,-0.08367958500163683
SPECIES,S8,a,sc059,-0.12559492332099417
SPECIES,S8,a,sc060,-0.12496033844526704
SPECIES,S8,a,sc061,-0.12886913031397612
SPECIES,S8,a,sc068,-0.05293918607154942
SPECIES,S8,a,sc069,-0.09008057793831621
SPECIES,S8,a,sc070,-0.08367958500163683
SPECIES,S8,a,sc071,-0.0805922792173453
SPECIES,S8,a,sc075,-0.07350608143839238
SPECIES,S8,a,sc076,-0.0847699629825489
SPECIES,S8,a,sc077,-0.08175568482284505
SPECIES,S8,a,sc078,-0.07128503437334742
SPECIES,S8,a,sc083,-0.08603913273400315
SPECIES,S8,a,sc084,-0.08367958500163683
SPECIES,S8,a,sc085,-0.08367958500163683
SPECIES,S8,a,sc086,-0.060867265996827076
SPECIES,S8,a,sc096,-0.08367958500163683
SPECIES,S8,a,sc097,-0.08367958500163683
SPECIES,S8,abs_a,sc000,0.0301427815970386
SPECIES,S8,abs_a,sc001,0.0301427815970386
SPECIES,S8,abs_a,sc007,0.0358011634056055
SPECIES,S8,abs_a,sc008,0.0029613960867265992
SPECIES,S8,abs_a,sc009,-0.10676532769556026
SPECIES,S8,abs_a,sc010,0.033897408778424114
SPECIES,S8,abs_a,sc012,0.03627710206240084
SPECIES,S8,abs_a,sc015,0.06425171866737174
SPECIES,S8,abs_a,sc017,0.0301427815970386
SPECIES,S8,abs_a,sc018,0.0301427815970386
SPECIES,S8,abs_a,sc019,0.029825489159175038
SPECIES,S8,abs_a,sc020,0.0301427815970386
SPECIES,S8,abs_a,sc021,0.058593336858804856
SPECIES,S8,abs_a,sc027,0.06725905673274095
SPECIES,S8,abs_a,sc028,0.03789941650458461
SPECIES,S8,abs_a,sc029,0.04254821741671538
SPECIES,S8,abs_a,sc030,0.03569539925965098
SPECIES,S8,abs_a,sc031,0.006446235065295917
SPECIES,S8,abs_a,sc033,0.04209413008989951
SPECIES,S8,abs_a,sc036,0.005501528202278412
SPECIES,S8,abs_a,sc055,0.03109465891062929
SPECIES,S8,abs_a,sc057,0.0008461131676361712
SPECIES,S8,abs_a,sc058,0.0301427815970386
SPECIES,S8,abs_a,sc059,0.03416181914331041
SPECIES,S8,abs_a,sc060,0.0013749338974087782
SPECIES,S8,abs_a,sc061,0.07424284523478746
SPECIES,S8,abs_a,sc068,0.06899627795379741
SPECIES,S8,abs_a,sc069,0.060627952208946935
SPECIES,S8,abs_a,sc070,0.0301427815970386
SPECIES,S8,abs_a,sc071,0.032363828662083545
SPECIES,S8,abs_a,sc075,0.021681649920676886
SPECIES,S8,abs_a,sc076,0.044209413008989944
SPECIES,S8,abs_a,sc077,0.03844526705446853
SPECIES,S8,abs_a,sc078,-0.002802749867794817
SPECIES,S8,abs_a,sc083,0.04537281861448968
SPECIES,S8,abs_a,sc084,0.0301427815970386
SPECIES,S8,abs_a,sc085,0.0301427815970386
SPECIES,S8,abs_a,sc086,0.001057641459545214
SPECIES,S8,abs_a,sc096,0.0301427815970386
SPECIES,S8,abs_a,sc097,0.0301427815970386
SPECIES,S8,b,sc000,-0.06625368285865378
SPECIES,S8,b,sc001,-0.06625368285865378
SPECIES,S8,b,sc007,-0.07207826546800633
SPECIES,S8,b,sc008,-0.08159703860391326
SPECIES,S8,b,sc009,0.0187254605859257
SPECIES,S8,b,sc010,-0.06160761501850873
SPECIES,S8,b,sc012,-0.04061343204653622
SPECIES,S8,b,sc015,-0.10481226864093071
SPECIES,S8,b,sc017,-0.06625368285865378
SPECIES,S8,b,sc018,-0.06625368285865378
SPECIES,S8,b,sc019,-0.06784769962982547
SPECIES,S8,b,sc020,-0.06625368285865378
SPECIES,S8,b,sc021,-0.07112638815441565
SPECIES,S8,b,sc027,-0.07395762132604239
SPECIES,S8,b,sc028,-0.0819116421228119
SPECIES,S8,b,sc029,-0.06767971946230276
SPECIES,S8,b,sc030,-0.07704918032786884
SPECIES,S8,b,sc031,-0.039010836343428744
SPECIES,S8,b,sc033,-0.07879428873611845
SPECIES,S8,b,sc036,-0.037343706585162555
SPECIES,S8,b,sc055,-0.04912744579587519
SPECIES,S8,b,sc057,-0.04267583289264939
SPECIES,S8,b,sc058,-0.06625368285865378
SPECIES,S8,b,sc059,-0.06726599682707561
SPECIES,S8,b,sc060,-0.10787942887361184
SPECIES,S8,b,sc061,-0.09208113364823564
SPECIES,S8,b,sc068,-0.04746377926112769
SPECIES,S8,b,sc069,-0.06412892470130592
SPECIES,S8,b,sc070,-0.06625368285865378
SPECIES,S8,b,sc071,-0.06372289793759914
SPECIES,S8,b,sc075,-0.06070861977789528
SPECIES,S8,b,sc076,-0.0812797461660497
SPECIES,S8,b,sc077,-0.11649920676890534
SPECIES,S8,b,sc078,-0.04780539397144367
SPECIES,S8,b,sc083,-0.07371760973030142
SPECIES,S8,b,sc084,-0.06625368285865378
SPECIES,S8,b,sc085,-0.06625368285865378
SPECIES,S8,b,sc086,-0.03627710206240084
SPECIES,S8,b,sc096,-0.06625368285865378
SPECIES,S8,b,sc097,-0.06625368285865378
SPECIES,S14,a,sc000,-0.04817813765182186
SPECIES,S14,a,sc001,-0.04817813765182186
SPECIES,S14,a,sc007,-0.04584746690009848
SPECIES,S14,a,sc008,-0.04817813765182186
SPECIES,S14,a,sc009,0.03307692307692307
SPECIES,S14,a,sc010,-0.04817813765182186
SPECIES,S14,a,sc012,-0.04817813765182186
SPECIES,S14,a,sc015,-0.04817813765182186
SPECIES,S14,a,sc017,-0.04817813765182186
SPECIES,S14,a,sc018,-0.04817813765182186
SPECIES,S14,a,sc019,-0.04540978225188752
SPECIES,S14,a,sc020,-0.04817813765182186
SPECIES,S14,a,sc021,-0.09399277820330451
SPECIES,S14,a,sc027,-0.07338935574229692
SPECIES,S14,a,sc028,0.014334172228909071
SPECIES,S14,a,sc029,-0.08468468468468471
SPECIES,S14,a,sc030,-0.04817813765182186
SPECIES,S14,a,sc031,-0.04817813765182186
SPECIES,S14,a,sc033,-0.06072874493927125
SPECIES,S14,a,sc036,-0.04817813765182186
SPECIES,S14,a,sc055,-0.04817813765182186
SPECIES,S14,a,sc057,0.000984790458474669
SPECIES,S14,a,sc058,-0.04817813765182186
SPECIES,S14,a,sc059,-0.1171900645584856
SPECIES,S14,a,sc060,-0.12178575336470072
SPECIES,S14,a,sc061,-0.04817813765182186
SPECIES,S14,a,sc068,-0.005405405405405406
SPECIES,S14,a,sc069,-0.06330014224751065
SPECIES,S14,a,sc070,-0.04817813765182186
SPECIES,S14,a,sc071,-0.048035890141153295
SPECIES,S14,a,sc075,-0.02330670751723383
SPECIES,S14,a,sc076,-0.05897800634642739
SPECIES,S14,a,sc077,-0.04817813765182186
SPECIES,S14,a,sc078,-0.04817813765182186
SPECIES,S14,a,sc083,-0.0576649524017945
SPECIES,S14,a,sc084,-0.04817813765182186
SPECIES,S14,a,sc085,-0.04817813765182186
SPECIES,S14,a,sc086,-0.007987744829850093
SPECIES,S14,a,sc096,-0.04817813765182186
SPECIES,S14,a,sc097,-0.04817813765182186
SPECIES,S14,abs_a,sc000,0.012348178137651822
SPECIES,S14,abs_a,sc001,0.012348178137651822
SPECIES,S14,abs_a,sc007,0.013021118284276179
SPECIES,S14,abs_a,sc008,0.012348178137651822
SPECIES,S14,abs_a,sc009,-0.14692307692307693
SPECIES,S14,abs_a,sc010,0.012348178137651822
SPECIES,S14,abs_a,sc012,0.012348178137651822
SPECIES,S14,abs_a,sc015,0.012348178137651822
SPECIES,S14,abs_a,sc017,0.012348178137651822
SPECIES,S14,abs_a,sc018,0.012348178137651822
SPECIES,S14,abs_a,sc019,0.00886311412627202
SPECIES,S14,abs_a,sc020,0.012348178137651822
SPECIES,S14,abs_a,sc021,0.06335485282853703
SPECIES,S14,abs_a,sc027,0.03333333333333334
SPECIES,S14,abs_a,sc028,0.016522595469963892
SPECIES,S14,abs_a,sc029,0.04066924066924067
SPECIES,S14,abs_a,sc030,0.012348178137651822
SPECIES,S14,abs_a,sc031,0.012348178137651822
SPECIES,S14,abs_a,sc033,0.02308786519312835
SPECIES,S14,abs_a,sc036,0.012348178137651822
SPECIES,S14,abs_a,sc055,0.012348178137651822
SPECIES,S14,abs_a,sc057,-0.04015756647335595
SPECIES,S14,abs_a,sc058,0.012348178137651822
SPECIES,S14,abs_a,sc059,0.01674143779406937
SPECIES,S14,abs_a,sc060,-0.04387788598314914
SPECIES,S14,abs_a,sc061,0.012348178137651822
SPECIES,S14,abs_a,sc068,0.05611325611325611
SPECIES,S14,abs_a,sc069,0.06875296348980559
SPECIES,S14,abs_a,sc070,0.012348178137651822
SPECIES,S14,abs_a,sc071,0.019367545683335156
SPECIES,S14,abs_a,sc075,0.0036108983477404527
SPECIES,S14,abs_a,sc076,0.034029981398402444
SPECIES,S14,abs_a,sc077,0.012348178137651822
SPECIES,S14,abs_a,sc078,0.012348178137651822
SPECIES,S14,abs_a,sc083,0.03490535069482438
SPECIES,S14,abs_a,sc084,0.012348178137651822
SPECIES,S14,abs_a,sc085,0.012348178137651822
SPECIES,S14,abs_a,sc086,-0.024182076813655765
SPECIES,S14,abs_a,sc096,0.012348178137651822
SPECIES,S14,abs_a,sc097,0.012348178137651822
SPECIES,S14,b,sc000,-0.07510121457489878
SPECIES,S14,b,sc001,-0.07510121457489878
SPECIES,S14,b,sc007,-0.08086223875697561
SPECIES,S14,b,sc008,-0.07510121457489878
SPECIES,S14,b,sc009,0.024615384615384615
SPECIES,S14,b,sc010,-0.07510121457489878
SPECIES,S14,b,sc012,-0.07510121457489878
SPECIES,S14,b,sc015,-0.07510121457489878
SPECIES,S14,b,sc017,-0.07510121457489878
SPECIES,S14,b,sc018,-0.07510121457489878
SPECIES,S14,b,sc019,-0.08348834664624137
SPECIES,S14,b,sc020,-0.07510121457489878
SPECIES,S14,b,sc021,-0.08195645037750302
SPECIES,S14,b,sc027,-0.14565826330532214
SPECIES,S14,b,sc028,-0.09683772841667579
SPECIES,S14,b,sc029,-0.07850707850707851
SPECIES,S14,b,sc030,-0.07510121457489878
SPECIES,S14,b,sc031,-0.07510121457489878
SPECIES,S14,b,sc033,-0.09443046285151549
SPECIES,S14,b,sc036,-0.07510121457489878
SPECIES,S14,b,sc055,-0.07510121457489878
SPECIES,S14,b,sc057,-0.030309661888609254
SPECIES,S14,b,sc058,-0.07510121457489878
SPECIES,S14,b,sc059,-0.07998686946055367
SPECIES,S14,b,sc060,-0.1480468322573586
SPECIES,S14,b,sc061,-0.07510121457489878
SPECIES,S14,b,sc068,-0.023423423423423427
SPECIES,S14,b,sc069,-0.07207207207207207
SPECIES,S14,b,sc070,-0.07510121457489878
SPECIES,S14,b,sc071,-0.076047707626655
SPECIES,S14,b,sc075,-0.06313601050443154
SPECIES,S14,b,sc076,-0.10427836743626218
SPECIES,S14,b,sc077,-0.07510121457489878
SPECIES,S14,b,sc078,-0.07510121457489878
SPECIES,S14,b,sc083,-0.08764635080424554
SPECIES,S14,b,sc084,-0.07510121457489878
SPECIES,S14,b,sc085,-0.07510121457489878
SPECIES,S14,b,sc086,-0.02111828427617901
SPECIES,S14,b,sc096,-0.07510121457489878
SPECIES,S14,b,sc097,-0.07510121457489878
SPECIES,S3,a,sc000,-0.059282700421940934
SPECIES,S3,a,sc001,-0.03338021565869668
SPECIES,S3,a,sc007,-0.04458509142053446
SPECIES,S3,a,sc008,-0.010759493670886076
SPECIES,S3,a,sc009,0.04475683656833492
SPECIES,S3,a,sc010,-0.04556962025316456
SPECIES,S3,a,sc012,-0.039357712142522275
SPECIES,S3,a,sc015,-0.06333802156586968
SPECIES,S3,a,sc017,-0.039943741209564
SPECIES,S3,a,sc018,-0.06254102203469293
SPECIES,S3,a,sc019,-0.03809188935771215
SPECIES,S3,a,sc020,-0.05014064697609002
SPECIES,S3,a,sc021,-0.05963431786216597
SPECIES,S3,a,sc027,-0.04452347083926031
SPECIES,S3,a,sc028,-0.025097370983446936
SPECIES,S3,a,sc029,-0.058688147295742225
SPECIES,S3,a,sc030,-0.06141674780915288
SPECIES,S3,a,sc031,-0.026290165530671858
SPECIES,S3,a,sc033,-0.05079699953117675
SPECIES,S3,a,sc036,-0.015274199484725798
SPECIES,S3,a,sc055,-0.0638537271448664
SPECIES,S3,a,sc057,-0.020042194092827006
SPECIES,S3,a,sc058,-0.041666666666666664
SPECIES,S3,a,sc059,-0.0735349273323957
SPECIES,S3,a,sc060,-0.07095639943741211
SPECIES,S3,a,sc061,-0.06689386562804284
SPECIES,S3,a,sc068,-0.018619275461380723
SPECIES,S3,a,sc069,-0.04547224926971763
SPECIES,S3,a,sc070,-0.05836849507735584
SPECIES,S3,a,sc071,-0.040037505860290666
SPECIES,S3,a,sc075,-0.03558368495077356
SPECIES,S3,a,sc076,-0.042827004219409284
SPECIES,S3,a,sc077,-0.037318330989217066
SPECIES,S3,a,sc078,-0.036896390060947026
SPECIES,S3,a,sc083,-0.04285044538209095
SPECIES,S3,a,sc084,-0.03209095171120488
SPECIES,S3,a,sc085,-0.03185654008438819
SPECIES,S3,a,sc086,-0.023699015471167373
SPECIES,S3,a,sc096,-0.04193624003750586
SPECIES,S3,a,sc097,-0.024519456165025787
SPECIES,S3,abs_a,sc000,0.004828879512423816
SPECIES,S3,abs_a,sc001,-0.019596812001875293
SPECIES,S3,abs_a,sc007,-0.009212376933895922
SPECIES,S3,abs_a,sc008,-0.05289678675754625
SPECIES,S3,abs_a,sc009,-0.0708419206988834
SPECIES,S3,abs_a,sc010,-0.008907641819034223
SPECIES,S3,abs_a,sc012,-0.011837787154242852
SPECIES,S3,abs_a,sc015,0.008790436005625879
SPECIES,S3,abs_a,sc017,-0.008977965307079233
SPECIES,S3,abs_a,sc018,0.004430379746835443
SPECIES,S3,abs_a,sc019,-0.01671354899203001
SPECIES,S3,abs_a,sc020,0.015869667135489922
SPECIES,S3,abs_a,sc021,0.00452414439756212
SPECIES,S3,abs_a,sc027,0.0007112375533428163
SPECIES,S3,abs_a,sc028,-0.0062317429406037
SPECIES,S3,abs_a,sc029,-0.003983358413738159
SPECIES,S3,abs_a,sc030,-0.0068403115871470315
SPECIES,S3,abs_a,sc031,-0.022930866601752677
SPECIES,S3,abs_a,sc033,-0.005368026254102203
SPECIES,S3,abs_a,sc036,-0.018823281981176717
SPECIES,S3,abs_a,sc055,-0.015189873417721518
SPECIES,S3,abs_a,sc057,-0.035278949835911864
SPECIES,S3,abs_a,sc058,-0.012262872628726286
SPECIES,S3,abs_a,sc059,-0.015330520393811534
SPECIES,S3,abs_a,sc060,-0.035021097046413506
SPECIES,S3,abs_a,sc061,0.012293086660175269
SPECIES,S3,abs_a,sc068,0.0034723171565276827
SPECIES,S3,abs_a,sc069,0.009591041869522882
SPECIES,S3,abs_a,sc070,-0.002437880918893577
SPECIES,S3,abs_a,sc071,-0.009071729957805908
SPECIES,S3,abs_a,sc075,-0.016432255039849977
SPECIES,S3,abs_a,sc076,-0.0033989685888420073
SPECIES,S3,abs_a,sc077,-0.012072198781059543
SPECIES,S3,abs_a,sc078,-0.03420065635255509
SPECIES,S3,abs_a,sc083,-0.00042194092827004226
SPECIES,S3,abs_a,sc084,-0.025714955461790905
SPECIES,S3,abs_a,sc085,-0.03541959681200188
SPECIES,S3,abs_a,sc086,-0.02590248476324426
SPECIES,S3,abs_a,sc096,-0.009212376933895922
SPECIES,S3,abs_a,sc097,-0.02044069385841538
SPECIES,S3,b,sc000,-0.17135489920300048
SPECIES,S3,b,sc001,-0.13359118612283172
SPECIES,S3,b,sc007,-0.14571026722925456
SPECIES,S3,b,sc008,-0.17468354430379748
SPECIES,S3,b,sc009,-0.0539235288689286
SPECIES,S3,b,sc010,-0.13975621190811066
SPECIES,S3,b,sc012,-0.12620721987810596
SPECIES,S3,b,sc015,-0.1651429910923582
SPECIES,S3,b,sc017,-0.14392873886544771
SPECIES,S3,b,sc018,-0.11366619784341304
SPECIES,S3,b,sc019,-0.14200656352555088
SPECIES,S3,b,sc020,-0.11465072667604315
SPECIES,S3,b,sc021,-0.14507735583684953
SPECIES,S3,b,sc027,-0.14614509246088192
SPECIES,S3,b,sc028,-0.15270204479065239
SPECIES,S3,b,sc029,-0.14558858862656332
SPECIES,S3,b,sc030,-0.1587877312560857
SPECIES,S3,b,sc031,-0.12655793573515092
SPECIES,S3,b,sc033,-0.1507032348804501
SPECIES,S3,b,sc036,-0.11514800988485198
SPECIES,S3,b,sc055,-0.13052039381153305
SPECIES,S3,b,sc057,-0.12702766057196438
SPECIES,S3,b,sc058,-0.14130532971996387
SPECIES,S3,b,sc059,-0.14167838724800752
SPECIES,S3,b,sc060,-0.17365213314580405
SPECIES,S3,b,sc061,-0.15742453748782864
SPECIES,S3,b,sc068,-0.10810663021189337
SPECIES,S3,b,sc069,-0.14238072054527753
SPECIES,S3,b,sc070,-0.12297233942803565
SPECIES,S3,b,sc071,-0.14111579934364746
SPECIES,S3,b,sc075,-0.1392639474917956
SPECIES,S3,b,sc076,-0.15208626347866855
SPECIES,S3,b,sc077,-0.17576183778715426
SPECIES,S3,b,sc078,-0.1313173933427098
SPECIES,S3,b,sc083,-0.14573370839193625
SPECIES,S3,b,sc084,-0.1592358180965776
SPECIES,S3,b,sc085,-0.1651429910923582
SPECIES,S3,b,sc086,-0.12355836849507736
SPECIES,S3,b,sc096,-0.14779653070792315
SPECIES,S3,b,sc097,-0.13326300984528833
SPECIES_CONST,S8,a,sc000,0.16666666666666666
SPECIES_CONST,S8,a,sc001,0.16666666666666666
SPECIES_CONST,S8,a,sc007,0.16666666666666666
SPECIES_CONST,S8,a,sc008,0.17027863777089783
SPECIES_CONST,S8,a,sc009,0.19091847265221878
SPECIES_CONST,S8,a,sc010,0.16666666666666666
SPECIES_CONST,S8,a,sc012,0.2693498452012384
SPECIES_CONST,S8,a,sc015,0.09803921568627451
SPECIES_CONST,S8,a,sc017,0.16666666666666666
SPECIES_CONST,S8,a,sc018,0.16666666666666666
SPECIES_CONST,S8,a,sc019,0.16666666666666666
SPECIES_CONST,S8,a,sc020,0.16666666666666666
SPECIES_CONST,S8,a,sc021,0.16666666666666666
SPECIES_CONST,S8,a,sc027,0.16666666666666666
SPECIES_CONST,S8,a,sc028,0.16666666666666666
SPECIES_CONST,S8,a,sc029,0.15170278637770898
SPECIES_CONST,S8,a,sc030,0.16666666666666666
SPECIES_CONST,S8,a,sc031,0.14705882352941177
SPECIES_CONST,S8,a,sc033,0.16666666666666666
SPECIES_CONST,S8,a,sc036,0.14460784313725492
SPECIES_CONST,S8,a,sc055,0.16666666666666666
SPECIES_CONST,S8,a,sc057,0.16666666666666666
SPECIES_CONST,S8,a,sc058,0.16666666666666666
SPECIES_CONST,S8,a,sc059,0.07327141382868937
SPECIES_CONST,S8,a,sc060,0.08565531475748193
SPECIES_CONST,S8,a,sc061,0.1496388028895769
SPECIES_CONST,S8,a,sc068,0.33529411764705885
SPECIES_CONST,S8,a,sc069,0.22303921568627455
SPECIES_CONST,S8,a,sc070,0.16666666666666666
